,kics,dnus
2825,KIC4762459,-inf
2826,KIC4762516,-inf
2827,KIC4763063,-inf
2828,KIC4763296,-inf
2829,KIC4763631,-inf
2830,KIC4764420,-inf
2831,KIC4764422,-inf
2832,KIC4764559,-inf
2833,KIC4768054,-inf
2834,KIC4769765,-inf
2835,KIC4770149,-inf
2836,KIC4770846,-inf
2837,KIC4771707,-inf
2838,KIC4771876,-inf
2839,KIC4772722,-inf
2840,KIC4772940,-inf
2841,KIC4772988,-inf
2842,KIC4773539,-inf
2843,KIC4774298,-inf
2844,KIC4774429,-inf
2845,KIC4813529,-inf
2846,KIC4813971,-inf
2847,KIC4814187,-inf
2848,KIC4814198,-inf
2849,KIC4814689,-inf
2850,KIC4814709,-inf
2851,KIC4814724,-inf
2852,KIC4815077,-inf
2853,KIC4815573,-inf
2854,KIC4816074,-inf
2855,KIC4818202,-inf
2856,KIC4818312,-inf
2857,KIC4818420,-inf
2858,KIC4818593,-inf
2859,KIC4818619,-inf
2860,KIC4818637,-inf
2861,KIC4818830,-inf
2862,KIC4820412,-inf
2863,KIC4821448,-inf
2864,KIC4821839,-inf
2865,KIC4821901,-inf
2866,KIC4824985,-inf
2867,KIC4825063,-inf
2868,KIC4825828,-inf
2869,KIC4825996,-inf
2870,KIC4826087,-inf
2871,KIC4826188,-inf
2872,KIC4826423,-inf
2873,KIC4826569,-inf
2874,KIC4826817,-inf
2875,KIC4826855,-inf
2876,KIC4827430,-inf
2877,KIC4827618,-inf
2878,KIC4827950,-inf
2879,KIC4828553,-inf
2880,KIC4828670,-inf
2881,KIC4828864,-inf
2882,KIC4829066,-inf
2883,KIC4829108,-inf
2884,KIC4829243,-inf
2885,KIC4829511,-inf
2886,KIC4829525,-inf
2887,KIC4829636,-inf
2888,KIC4829682,-inf
2889,KIC4829900,-inf
2890,KIC4829985,-inf
2891,KIC4830095,-inf
2892,KIC4830268,-inf
2893,KIC4830765,-inf
2894,KIC4830861,-inf
2895,KIC4830875,-inf
2896,KIC4830883,-inf
2897,KIC4830896,-inf
2898,KIC4831169,-inf
2899,KIC4831614,-inf
2900,KIC4831826,-inf
2901,KIC4831859,-inf
2902,KIC4831888,-inf
2903,KIC4831949,-inf
2904,KIC4831973,-inf
2905,KIC4832196,-inf
2906,KIC4832376,-inf
2907,KIC4832708,-inf
2908,KIC4832773,-inf
2909,KIC4833377,-inf
2910,KIC4833419,-inf
2911,KIC4833545,-inf
2912,KIC4833670,-inf
2913,KIC4838752,-inf
2914,KIC4838815,-inf
2915,KIC4838818,-inf
2916,KIC4839065,-inf
2917,KIC4839278,-inf
2918,KIC4839525,-inf
2919,KIC4839776,-inf
2920,KIC4840514,-inf
2921,KIC4840662,-inf
2922,KIC4840774,-inf
2923,KIC4840815,-inf
2924,KIC4841005,-inf
2925,KIC4841140,-inf
2926,KIC4842192,-inf
2927,KIC4842225,-inf
2928,KIC4842346,-inf
2929,KIC4842356,-inf
2930,KIC4842689,-inf
2931,KIC4842814,-inf
2932,KIC4842823,-inf
2933,KIC4842850,-inf
2934,KIC4842860,-inf
2935,KIC4843143,-inf
2936,KIC4843612,-inf
2937,KIC4843980,-inf
2938,KIC4844415,-inf
2939,KIC4844527,-inf
2940,KIC4844589,-inf
2941,KIC4844622,-inf
2942,KIC4844727,-inf
2943,KIC4844801,-inf
2944,KIC4845081,-inf
2945,KIC4845272,-inf
2946,KIC4845604,-inf
2947,KIC4845694,-inf
2948,KIC4845808,-inf
2949,KIC4846051,-inf
2950,KIC4846064,-inf
2951,KIC4846409,-inf
2952,KIC4846743,-inf
2953,KIC4847171,-inf
2954,KIC4847241,-inf
2955,KIC4847270,-inf
2956,KIC4847280,-inf
2957,KIC4847291,-inf
2958,KIC4847475,-inf
2959,KIC4847891,-inf
2960,KIC4848095,-inf
2961,KIC4849836,-inf
2962,KIC4850315,-inf
2963,KIC4850368,-inf
2964,KIC4850665,-inf
2965,KIC4850790,-inf
2966,KIC4851519,-inf
2967,KIC4851618,-inf
2968,KIC4851832,-inf
2969,KIC4851882,-inf
2970,KIC4851908,-inf
2971,KIC4851948,-inf
2972,KIC4852302,-inf
2973,KIC4852408,-inf
2974,KIC4852480,-inf
2975,KIC4852709,-inf
2976,KIC4856592,-inf
2977,KIC4856867,-inf
2978,KIC4857279,-inf
2979,KIC4857853,-inf
2980,KIC4858284,-inf
2981,KIC4858315,-inf
2982,KIC4860292,-inf
2983,KIC4860339,-inf
2984,KIC4862332,-inf
2985,KIC4862353,-inf
2986,KIC4863282,-inf
2987,KIC4863352,-inf
2988,KIC4863670,-inf
2989,KIC4901967,-inf
2990,KIC4902442,-inf
2991,KIC4902641,-inf
2992,KIC4902701,-inf
2993,KIC4903283,-inf
2994,KIC4903497,-inf
2995,KIC4903839,-inf
2996,KIC4903961,-inf
2997,KIC4904086,-inf
2998,KIC4904166,-inf
2999,KIC4904621,-inf
3000,KIC4904856,-inf
3001,KIC4906950,-inf
3002,KIC4907194,-inf
3003,KIC4907439,-inf
3004,KIC4907665,-inf
3005,KIC4907832,-inf
3006,KIC4907876,-inf
3007,KIC4907963,-inf
3008,KIC4908025,-inf
3009,KIC4908318,-inf
3010,KIC4908844,-inf
3011,KIC4909449,-inf
3012,KIC4912124,-inf
3013,KIC4912219,-inf
3014,KIC4912702,-inf
3015,KIC4912918,-inf
3016,KIC4913049,-inf
3017,KIC4913771,-inf
3018,KIC4914234,-inf
3019,KIC4914258,-inf
3020,KIC4914456,-inf
3021,KIC4914533,-inf
3022,KIC4915387,-inf
3023,KIC4915716,-inf
3024,KIC4915774,-inf
3025,KIC4915934,-inf
3026,KIC4916620,-inf
3027,KIC4916832,-inf
3028,KIC4917014,-inf
3029,KIC4918216,-inf
3030,KIC4918371,-inf
3031,KIC4918386,-inf
3032,KIC4918748,-inf
3033,KIC4918924,-inf
3034,KIC4918925,-inf
3035,KIC4918972,-inf
3036,KIC4918998,-inf
3037,KIC4919067,-inf
3038,KIC4919193,-inf
3039,KIC4919205,-inf
3040,KIC4919239,-inf
3041,KIC4919495,-inf
3042,KIC4919693,-inf
3043,KIC4919991,-inf
3044,KIC4920044,-inf
3045,KIC4920423,-inf
3046,KIC4920489,-inf
3047,KIC4920497,-inf
3048,KIC4920600,-inf
3049,KIC4920981,-inf
3050,KIC4920997,-inf
3051,KIC4921047,-inf
3052,KIC4921373,-inf
3053,KIC4921436,-inf
3054,KIC4921508,-inf
3055,KIC4921676,-inf
3056,KIC4921688,-inf
3057,KIC4921789,-inf
3058,KIC4921822,-inf
3059,KIC4921872,-inf
3060,KIC4922182,-inf
3061,KIC4922201,-inf
3062,KIC4922510,-inf
3063,KIC4926689,-inf
3064,KIC4926778,-inf
3065,KIC4926847,-inf
3066,KIC4927098,-inf
3067,KIC4927101,-inf
3068,KIC4927290,-inf
3069,KIC4927426,-inf
3070,KIC4927604,-inf
3071,KIC4927724,-inf
3072,KIC4927763,-inf
3073,KIC4928515,-inf
3074,KIC4928826,-inf
3075,KIC4928958,-inf
3076,KIC4929301,-inf
3077,KIC4929543,-inf
3078,KIC4929662,-inf
3079,KIC4929697,-inf
3080,KIC4930018,-inf
3081,KIC4930269,-inf
3082,KIC4930464,-inf
3083,KIC4930617,-inf
3084,KIC4930906,-inf
3085,KIC4931091,-inf
3086,KIC4931322,-inf
3087,KIC4931357,-inf
3088,KIC4931389,-inf
3089,KIC4931454,-inf
3090,KIC4931949,-inf
3091,KIC4932311,-inf
3092,KIC4932498,-inf
3093,KIC4932704,-inf
3094,KIC4932872,-inf
3095,KIC4933198,-inf
3096,KIC4933305,-inf
3097,KIC4933594,-inf
3098,KIC4933798,-inf
3099,KIC4934133,-inf
3100,KIC4934147,-inf
3101,KIC4934393,-inf
3102,KIC4934550,-inf
3103,KIC4935264,-inf
3104,KIC4936335,-inf
3105,KIC4936438,-inf
3106,KIC4936463,-inf
3107,KIC4936825,-inf
3108,KIC4937011,-inf
3109,KIC4937056,-inf
3110,KIC4937204,-inf
3111,KIC4937257,-inf
3112,KIC4937576,-inf
3113,KIC4937770,-inf
3114,KIC4937784,-inf
3115,KIC4939830,-inf
3116,KIC4939895,-inf
3117,KIC4940041,-inf
3118,KIC4940376,-inf
3119,KIC4940414,-inf
3120,KIC4940439,-inf
3121,KIC4940536,-inf
3122,KIC4940640,-inf
3123,KIC4940648,-inf
3124,KIC4940916,-inf
3125,KIC4940935,-inf
3126,KIC4945337,-inf
3127,KIC4946220,-inf
3128,KIC4946445,-inf
3129,KIC4946632,-inf
3130,KIC4948344,-inf
3131,KIC4948402,-inf
3132,KIC4948479,-inf
3133,KIC4948756,-inf
3134,KIC4949036,-inf
3135,KIC4949374,-inf
3136,KIC4949422,-inf
3137,KIC4949473,-inf
3138,KIC4950323,-inf
3139,KIC4950750,-inf
3140,KIC4951617,-inf
3141,KIC4951670,-inf
3142,KIC4952454,-inf
3143,KIC4952516,-inf
3144,KIC4953192,-inf
3145,KIC4953262,-inf
3146,KIC4989477,-inf
3147,KIC4989752,-inf
3148,KIC4989775,-inf
3149,KIC4990126,-inf
3150,KIC4990198,-inf
3151,KIC4991033,-inf
3152,KIC4991425,-inf
3153,KIC4991732,-inf
3154,KIC4995036,-inf
3155,KIC4995064,-inf
3156,KIC4995218,-inf
3157,KIC4995788,-inf
3158,KIC4995956,-inf
3159,KIC4996395,-inf
3160,KIC4996676,-inf
3161,KIC4997023,-inf
3162,KIC4999134,-inf
3163,KIC5000089,-inf
3164,KIC5000307,-inf
3165,KIC5000484,-inf
3166,KIC5000737,-inf
3167,KIC5000850,-inf
3168,KIC5001658,-inf
3169,KIC5002597,-inf
3170,KIC5002732,-inf
3171,KIC5002776,-inf
3172,KIC5003275,-inf
3173,KIC5003442,-inf
3174,KIC5003549,-inf
3175,KIC5003625,-inf
3176,KIC5004232,-inf
3177,KIC5004282,-inf
3178,KIC5004497,-inf
3179,KIC5005119,-inf
3180,KIC5005173,-inf
3181,KIC5005217,-inf
3182,KIC5005243,-inf
3183,KIC5005508,-inf
3184,KIC5006206,-inf
3185,KIC5006270,-inf
3186,KIC5006454,-inf
3187,KIC5006817,-inf
3188,KIC5007078,-inf
3189,KIC5007315,-inf
3190,KIC5007332,-inf
3191,KIC5007366,-inf
3192,KIC5007617,-inf
3193,KIC5007645,-inf
3194,KIC5007812,-inf
3195,KIC5007954,-inf
3196,KIC5008066,-inf
3197,KIC5008558,-inf
3198,KIC5008589,-inf
3199,KIC5008699,-inf
3200,KIC5008936,-inf
3201,KIC5008996,-inf
3202,KIC5009082,-inf
3203,KIC5009376,-inf
3204,KIC5009393,-inf
3205,KIC5010165,-inf
3206,KIC5010362,-inf
3207,KIC5015825,-inf
3208,KIC5016048,-inf
3209,KIC5016065,-inf
3210,KIC5016089,-inf
3211,KIC5016212,-inf
3212,KIC5016519,-inf
3213,KIC5016549,-inf
3214,KIC5016991,-inf
3215,KIC5017711,-inf
3216,KIC5017766,-inf
3217,KIC5017773,-inf
3218,KIC5017812,-inf
3219,KIC5018155,-inf
3220,KIC5018277,-inf
3221,KIC5018337,-inf
3222,KIC5018369,-inf
3223,KIC5018570,-inf
3224,KIC5018689,-inf
3225,KIC5019216,-inf
3226,KIC5019587,-inf
3227,KIC5019940,-inf
3228,KIC5020346,-inf
3229,KIC5021128,-inf
3230,KIC5021395,-inf
3231,KIC5021425,-inf
3232,KIC5021447,-inf
3233,KIC5021453,-inf
3234,KIC5021630,-inf
3235,KIC5022233,-inf
3236,KIC5022330,-inf
3237,KIC5022541,-inf
3238,KIC5022571,-inf
3239,KIC5022741,-inf
3240,KIC5023379,-inf
3241,KIC5023732,-inf
3242,KIC5023845,-inf
3243,KIC5023889,-inf
3244,KIC5023931,-inf
3245,KIC5023953,-inf
3246,KIC5024043,-inf
3247,KIC5024143,-inf
3248,KIC5024240,-inf
3249,KIC5024268,-inf
3250,KIC5024272,-inf
3251,KIC5024297,-inf
3252,KIC5024312,-inf
3253,KIC5024322,-inf
3254,KIC5024327,-inf
3255,KIC5024404,-inf
3256,KIC5024405,-inf
3257,KIC5024414,-inf
3258,KIC5024476,-inf
3259,KIC5024512,-inf
3260,KIC5024583,-inf
3261,KIC5024601,-inf
3262,KIC5024750,-inf
3263,KIC5024967,-inf
3264,KIC5025021,-inf
3265,KIC5025101,-inf
3266,KIC5025472,-inf
3267,KIC5025632,-inf
3268,KIC5025717,-inf
3269,KIC5025895,-inf
3270,KIC5026008,-inf
3271,KIC5026178,-inf
3272,KIC5026318,-inf
3273,KIC5026399,-inf
3274,KIC5031925,-inf
3275,KIC5032140,-inf
3276,KIC5033397,-inf
3277,KIC5033804,-inf
3278,KIC5034206,-inf
3279,KIC5034571,-inf
3280,KIC5035304,-inf
3281,KIC5038397,-inf
3282,KIC5038575,-inf
3283,KIC5040572,-inf
3284,KIC5040851,-inf
3285,KIC5042169,-inf
3286,KIC5042253,-inf
3287,KIC5042295,-inf
3288,KIC5042916,-inf
3289,KIC5042931,-inf
3290,KIC5077464,-inf
3291,KIC5077850,-inf
3292,KIC5078240,-inf
3293,KIC5078332,-inf
3294,KIC5079905,-inf
3295,KIC5080231,-inf
3296,KIC5080332,-inf
3297,KIC5080720,-inf
3298,KIC5080831,-inf
3299,KIC5083205,-inf
3300,KIC5083419,-inf
3301,KIC5083853,-inf
3302,KIC5083936,-inf
3303,KIC5084176,-inf
3304,KIC5084662,-inf
3305,KIC5084773,-inf
3306,KIC5084777,-inf
3307,KIC5084999,-inf
3308,KIC5087190,-inf
3309,KIC5087542,-inf
3310,KIC5087808,-inf
3311,KIC5088129,-inf
3312,KIC5088148,-inf
3313,KIC5088231,-inf
3314,KIC5088362,-inf
3315,KIC5088385,-inf
3316,KIC5088488,-inf
3317,KIC5088599,-inf
3318,KIC5088966,-inf
3319,KIC5088987,-inf
3320,KIC5089305,-inf
3321,KIC5090553,-inf
3322,KIC5090864,-inf
3323,KIC5091385,-inf
3324,KIC5091962,-inf
3325,KIC5092491,-inf
3326,KIC5092642,-inf
3327,KIC5092846,-inf
3328,KIC5093008,-inf
3329,KIC5093052,-inf
3330,KIC5093345,-inf
3331,KIC5093559,-inf
3332,KIC5093605,-inf
3333,KIC5094118,-inf
3334,KIC5094348,-inf
3335,KIC5094436,-inf
3336,KIC5094474,-inf
3337,KIC5095275,-inf
3338,KIC5095322,-inf
3339,KIC5095336,-inf
3340,KIC5095464,-inf
3341,KIC5095886,-inf
3342,KIC5095946,-inf
3343,KIC5095974,-inf
3344,KIC5096092,-inf
3345,KIC5096114,-inf
3346,KIC5096642,-inf
3347,KIC5097114,-inf
3348,KIC5097325,-inf
3349,KIC5097448,-inf
3350,KIC5097690,-inf
3351,KIC5097873,-inf
3352,KIC5098143,-inf
3353,KIC5098145,-inf
3354,KIC5098194,-inf
3355,KIC5098286,-inf
3356,KIC5098414,-inf
3357,KIC5098434,-inf
3358,KIC5098794,-inf
3359,KIC5098893,-inf
3360,KIC5104039,-inf
3361,KIC5104153,-inf
3362,KIC5104175,-inf
3363,KIC5104182,-inf
3364,KIC5104293,-inf
3365,KIC5104573,-inf
3366,KIC5104949,-inf
3367,KIC5105190,-inf
3368,KIC5105354,-inf
3369,KIC5105399,-inf
3370,KIC5105469,-inf
3371,KIC5105886,-inf
3372,KIC5106217,-inf
3373,KIC5106266,-inf
3374,KIC5106376,-inf
3375,KIC5106439,-inf
3376,KIC5106547,-inf
3377,KIC5106752,-inf
3378,KIC5106785,-inf
3379,KIC5107383,-inf
3380,KIC5107556,-inf
3381,KIC5107816,-inf
3382,KIC5107828,-inf
3383,KIC5107853,-inf
3384,KIC5107886,-inf
3385,KIC5107950,-inf
3386,KIC5108620,-inf
3387,KIC5109052,-inf
3388,KIC5109088,-inf
3389,KIC5109797,-inf
3390,KIC5109839,-inf
3391,KIC5109878,-inf
3392,KIC5109951,-inf
3393,KIC5110170,-inf
3394,KIC5110270,-inf
3395,KIC5110453,-inf
3396,KIC5110707,-inf
3397,KIC5110961,-inf
3398,KIC5111300,-inf
3399,KIC5111364,-inf
3400,KIC5111655,-inf
3401,KIC5111767,-inf
3402,KIC5111940,-inf
3403,KIC5111949,-inf
3404,KIC5112072,-inf
3405,KIC5112118,-inf
3406,KIC5112281,-inf
3407,KIC5112288,-inf
3408,KIC5112361,-inf
3409,KIC5112373,-inf
3410,KIC5112387,-inf
3411,KIC5112401,-inf
3412,KIC5112403,-inf
3413,KIC5112467,-inf
3414,KIC5112491,-inf
3415,KIC5112730,-inf
3416,KIC5112744,-inf
3417,KIC5112786,-inf
3418,KIC5112840,-inf
3419,KIC5112880,-inf
3420,KIC5112938,-inf
3421,KIC5112948,-inf
3422,KIC5112950,-inf
3423,KIC5112974,-inf
3424,KIC5113041,-inf
3425,KIC5113441,-inf
3426,KIC5113644,-inf
3427,KIC5113842,-inf
3428,KIC5113910,-inf
3429,KIC5113985,-inf
3430,KIC5114056,-inf
3431,KIC5114395,-inf
3432,KIC5114547,-inf
3433,KIC5115688,-inf
3434,KIC5119742,-inf
3435,KIC5121116,-inf
3436,KIC5121605,-inf
3437,KIC5122109,-inf
3438,KIC5123226,-inf
3439,KIC5123475,-inf
3440,KIC5123659,-inf
3441,KIC5124813,-inf
3442,KIC5125282,-inf
3443,KIC5126724,-inf
3444,KIC5128171,-inf
3445,KIC5129011,-inf
3446,KIC5129236,-inf
3447,KIC5129257,-inf
3448,KIC5129374,-inf
3449,KIC5129747,-inf
3450,KIC5129971,-inf
3451,KIC5129977,-inf
3452,KIC5130161,-inf
3453,KIC5164920,-inf
3454,KIC5165979,-inf
3455,KIC5166068,-inf
3456,KIC5166430,-inf
3457,KIC5166444,-inf
3458,KIC5167473,-inf
3459,KIC5167488,-inf
3460,KIC5167972,-inf
3461,KIC5168382,-inf
3462,KIC5168707,-inf
3463,KIC5168713,-inf
3464,KIC5171535,-inf
3465,KIC5171575,-inf
3466,KIC5171912,-inf
3467,KIC5172229,-inf
3468,KIC5172427,-inf
3469,KIC5172478,-inf
3470,KIC5174302,-inf
3471,KIC5174562,-inf
3472,KIC5174642,-inf
3473,KIC5175152,-inf
3474,KIC5175172,-inf
3475,KIC5175464,-inf
3476,KIC5175538,-inf
3477,KIC5175621,-inf
3478,KIC5175734,-inf
3479,KIC5175950,-inf
3480,KIC5176313,-inf
3481,KIC5176520,-inf
3482,KIC5176709,-inf
3483,KIC5176942,-inf
3484,KIC5177023,-inf
3485,KIC5177352,-inf
3486,KIC5177610,-inf
3487,KIC5178927,-inf
3488,KIC5179162,-inf
3489,KIC5179166,-inf
3490,KIC5179251,-inf
3491,KIC5179253,-inf
3492,KIC5179471,-inf
3493,KIC5179885,-inf
3494,KIC5180026,-inf
3495,KIC5180038,-inf
3496,KIC5180345,-inf
3497,KIC5181473,-inf
3498,KIC5181566,-inf
3499,KIC5181601,-inf
3500,KIC5181651,-inf
3501,KIC5181782,-inf
3502,KIC5181810,-inf
3503,KIC5181919,-inf
3504,KIC5182688,-inf
3505,KIC5183138,-inf
3506,KIC5183236,-inf
3507,KIC5183325,-inf
3508,KIC5183828,-inf
3509,KIC5183935,-inf
3510,KIC5184073,-inf
3511,KIC5184199,-inf
3512,KIC5184276,-inf
3513,KIC5184965,-inf
3514,KIC5185002,-inf
3515,KIC5185467,-inf
3516,KIC5185705,-inf
3517,KIC5185780,-inf
3518,KIC5185820,-inf
3519,KIC5185845,-inf
3520,KIC5185856,-inf
3521,KIC5186037,-inf
3522,KIC5186109,-inf
3523,KIC5186355,-inf
3524,KIC5191943,-inf
3525,KIC5192039,-inf
3526,KIC5192063,-inf
3527,KIC5192758,-inf
3528,KIC5193311,-inf
3529,KIC5193589,-inf
3530,KIC5193840,-inf
3531,KIC5193912,-inf
3532,KIC5194072,-inf
3533,KIC5194830,-inf
3534,KIC5195155,-inf
3535,KIC5195465,-inf
3536,KIC5195476,-inf
3537,KIC5195945,-inf
3538,KIC5196152,-inf
3539,KIC5196297,-inf
3540,KIC5196300,-inf
3541,KIC5196691,-inf
3542,KIC5197031,-inf
3543,KIC5197249,-inf
3544,KIC5197605,-inf
3545,KIC5197709,-inf
3546,KIC5198109,-inf
3547,KIC5198142,-inf
3548,KIC5198234,-inf
3549,KIC5198552,-inf
3550,KIC5199437,-inf
3551,KIC5199554,-inf
3552,KIC5199605,-inf
3553,KIC5199906,-inf
3554,KIC5199930,-inf
3555,KIC5199978,-inf
3556,KIC5200152,-inf
3557,KIC5200629,-inf
3558,KIC5200695,-inf
3559,KIC5201371,-inf
3560,KIC5201670,-inf
3561,KIC5202183,-inf
3562,KIC5202286,-inf
3563,KIC5202399,-inf
3564,KIC5202477,-inf
3565,KIC5202761,-inf
3566,KIC5206349,-inf
3567,KIC5207415,-inf
3568,KIC5208056,-inf
3569,KIC5208343,-inf
3570,KIC5210624,-inf
3571,KIC5211720,-inf
3572,KIC5211724,-inf
3573,KIC5211806,-inf
3574,KIC5213377,-inf
3575,KIC5213512,-inf
3576,KIC5213920,-inf
3577,KIC5214012,-inf
3578,KIC5214140,-inf
3579,KIC5214948,-inf
3580,KIC5215099,-inf
3581,KIC5215232,-inf
3582,KIC5215549,-inf
3583,KIC5215820,-inf
3584,KIC5218022,-inf
3585,KIC5218333,-inf
3586,KIC5218501,-inf
3587,KIC5218957,-inf
3588,KIC5219465,-inf
3589,KIC5219637,-inf
3590,KIC5219663,-inf
3591,KIC5219666,-inf
3592,KIC5219773,-inf
3593,KIC5219779,-inf
3594,KIC5219787,-inf
3595,KIC5219824,-inf
3596,KIC5220010,-inf
3597,KIC5220107,-inf
3598,KIC5220357,-inf
3599,KIC5252229,-inf
3600,KIC5252534,-inf
3601,KIC5252771,-inf
3602,KIC5253270,-inf
3603,KIC5253296,-inf
3604,KIC5253782,-inf
3605,KIC5254812,-inf
3606,KIC5255238,-inf
3607,KIC5255580,-inf
3608,KIC5255621,-inf
3609,KIC5255758,-inf
3610,KIC5255835,-inf
3611,KIC5256019,-inf
3612,KIC5256885,-inf
3613,KIC5257167,-inf
3614,KIC5257464,-inf
3615,KIC5260350,-inf
3616,KIC5262577,-inf
3617,KIC5262610,-inf
3618,KIC5262674,-inf
3619,KIC5262696,-inf
3620,KIC5262768,-inf
3621,KIC5262788,-inf
3622,KIC5262944,-inf
3623,KIC5262973,-inf
3624,KIC5263007,-inf
3625,KIC5263143,-inf
3626,KIC5263537,-inf
3627,KIC5263571,-inf
3628,KIC5263643,-inf
3629,KIC5263777,-inf
3630,KIC5264032,-inf
3631,KIC5264285,-inf
3632,KIC5264401,-inf
3633,KIC5264406,-inf
3634,KIC5264460,-inf
3635,KIC5264520,-inf
3636,KIC5264649,-inf
3637,KIC5264655,-inf
3638,KIC5264769,-inf
3639,KIC5264795,-inf
3640,KIC5265226,-inf
3641,KIC5265256,-inf
3642,KIC5265292,-inf
3643,KIC5265577,-inf
3644,KIC5265916,-inf
3645,KIC5265923,-inf
3646,KIC5265982,-inf
3647,KIC5266369,-inf
3648,KIC5266416,-inf
3649,KIC5267648,-inf
3650,KIC5267939,-inf
3651,KIC5268339,-inf
3652,KIC5268494,-inf
3653,KIC5268576,-inf
3654,KIC5268865,-inf
3655,KIC5269165,-inf
3656,KIC5269381,-inf
3657,KIC5269518,-inf
3658,KIC5269870,-inf
3659,KIC5270027,-inf
3660,KIC5270160,-inf
3661,KIC5270814,-inf
3662,KIC5270933,-inf
3663,KIC5271002,-inf
3664,KIC5271191,-inf
3665,KIC5271329,-inf
3666,KIC5271465,-inf
3667,KIC5271626,-inf
3668,KIC5271669,-inf
3669,KIC5271808,-inf
3670,KIC5271837,-inf
3671,KIC5272166,-inf
3672,KIC5272541,-inf
3673,KIC5272567,-inf
3674,KIC5272829,-inf
3675,KIC5272843,-inf
3676,KIC5273239,-inf
3677,KIC5273846,-inf
3678,KIC5273933,-inf
3679,KIC5281000,-inf
3680,KIC5281405,-inf
3681,KIC5281639,-inf
3682,KIC5281702,-inf
3683,KIC5281750,-inf
3684,KIC5281780,-inf
3685,KIC5282247,-inf
3686,KIC5282275,-inf
3687,KIC5282288,-inf
3688,KIC5282322,-inf
3689,KIC5282875,-inf
3690,KIC5282887,-inf
3691,KIC5283690,-inf
3692,KIC5283733,-inf
3693,KIC5283798,-inf
3694,KIC5283855,-inf
3695,KIC5283958,-inf
3696,KIC5284127,-inf
3697,KIC5284371,-inf
3698,KIC5284948,-inf
3699,KIC5285096,-inf
3700,KIC5285332,-inf
3701,KIC5285343,-inf
3702,KIC5285357,-inf
3703,KIC5285490,-inf
3704,KIC5286020,-inf
3705,KIC5286794,-inf
3706,KIC5286890,-inf
3707,KIC5287034,-inf
3708,KIC5287043,-inf
3709,KIC5287065,-inf
3710,KIC5287291,-inf
3711,KIC5287316,-inf
3712,KIC5287356,-inf
3713,KIC5287376,-inf
3714,KIC5287466,-inf
3715,KIC5287536,-inf
3716,KIC5287551,-inf
3717,KIC5287610,-inf
3718,KIC5287706,-inf
3719,KIC5288332,-inf
3720,KIC5288607,-inf
3721,KIC5288716,-inf
3722,KIC5288952,-inf
3723,KIC5289571,-inf
3724,KIC5290047,-inf
3725,KIC5290071,-inf
3726,KIC5295280,-inf
3727,KIC5295846,-inf
3728,KIC5295898,-inf
3729,KIC5295989,-inf
3730,KIC5297605,-inf
3731,KIC5300269,-inf
3732,KIC5300619,-inf
3733,KIC5300767,-inf
3734,KIC5301060,-inf
3735,KIC5301510,-inf
3736,KIC5301647,-inf
3737,KIC5302430,-inf
3738,KIC5302674,-inf
3739,KIC5303861,-inf
3740,KIC5303905,-inf
3741,KIC5303959,-inf
3742,KIC5304118,-inf
3743,KIC5304355,-inf
3744,KIC5304515,-inf
3745,KIC5304555,-inf
3746,KIC5304582,-inf
3747,KIC5305259,-inf
3748,KIC5305945,-inf
3749,KIC5306039,-inf
3750,KIC5306095,-inf
3751,KIC5306751,-inf
3752,KIC5306861,-inf
3753,KIC5306913,-inf
3754,KIC5307203,-inf
3755,KIC5307348,-inf
3756,KIC5307365,-inf
3757,KIC5307494,-inf
3758,KIC5307747,-inf
3759,KIC5307930,-inf
3760,KIC5308081,-inf
3761,KIC5308777,-inf
3762,KIC5309012,-inf
3763,KIC5309064,-inf
3764,KIC5339687,-inf
3765,KIC5339823,-inf
3766,KIC5340000,-inf
3767,KIC5340189,-inf
3768,KIC5340269,-inf
3769,KIC5340557,-inf
3770,KIC5340720,-inf
3771,KIC5341131,-inf
3772,KIC5341746,-inf
3773,KIC5342486,-inf
3774,KIC5343338,-inf
3775,KIC5343454,-inf
3776,KIC5344380,-inf
3777,KIC5344460,-inf
3778,KIC5344496,-inf
3779,KIC5344502,-inf
3780,KIC5344943,-inf
3781,KIC5345094,-inf
3782,KIC5345214,-inf
3783,KIC5347736,-inf
3784,KIC5349955,-inf
3785,KIC5350147,-inf
3786,KIC5350163,-inf
3787,KIC5350351,-inf
3788,KIC5350658,-inf
3789,KIC5351254,-inf
3790,KIC5351405,-inf
3791,KIC5351445,-inf
3792,KIC5351878,-inf
3793,KIC5351903,-inf
3794,KIC5352699,-inf
3795,KIC5352861,-inf
3796,KIC5352862,-inf
3797,KIC5353108,-inf
3798,KIC5353146,-inf
3799,KIC5353157,-inf
3800,KIC5353178,-inf
3801,KIC5353200,-inf
3802,KIC5353283,-inf
3803,KIC5353350,-inf
3804,KIC5353757,-inf
3805,KIC5353786,-inf
3806,KIC5354045,-inf
3807,KIC5354104,-inf
3808,KIC5355747,-inf
3809,KIC5355929,-inf
3810,KIC5356201,-inf
3811,KIC5356255,-inf
3812,KIC5357329,-inf
3813,KIC5358060,-inf
3814,KIC5358184,-inf
3815,KIC5358325,-inf
3816,KIC5358548,-inf
3817,KIC5358719,-inf
3818,KIC5358897,-inf
3819,KIC5358969,-inf
3820,KIC5359034,-inf
3821,KIC5359061,-inf
3822,KIC5359241,-inf
3823,KIC5359242,-inf
