,kics,dnus
8118,KIC7871208,-inf
8119,KIC7871690,-inf
8120,KIC7871761,-inf
8121,KIC7871825,-inf
8122,KIC7871897,-inf
8123,KIC7872015,-inf
8124,KIC7872097,-inf
8125,KIC7872519,-inf
8126,KIC7872822,-inf
8127,KIC7873012,-inf
8128,KIC7874779,-inf
8129,KIC7877208,-inf
8130,KIC7877451,-inf
8131,KIC7877673,-inf
8132,KIC7877818,-inf
8133,KIC7877851,-inf
8134,KIC7877986,-inf
8135,KIC7878297,-inf
8136,KIC7878388,-inf
8137,KIC7878963,-inf
8138,KIC7879167,-inf
8139,KIC7879313,-inf
8140,KIC7879392,-inf
8141,KIC7879709,-inf
8142,KIC7879943,-inf
8143,KIC7880096,-inf
8144,KIC7880137,-inf
8145,KIC7880417,-inf
8146,KIC7880509,-inf
8147,KIC7880511,-inf
8148,KIC7880596,-inf
8149,KIC7880664,-inf
8150,KIC7880893,-inf
8151,KIC7881275,-inf
8152,KIC7881395,-inf
8153,KIC7881464,-inf
8154,KIC7881649,-inf
8155,KIC7881669,-inf
8156,KIC7882132,-inf
8157,KIC7884574,-inf
8158,KIC7884671,-inf
8159,KIC7884986,-inf
8160,KIC7885103,-inf
8161,KIC7885167,-inf
8162,KIC7885370,-inf
8163,KIC7885455,-inf
8164,KIC7885511,-inf
8165,KIC7887295,-inf
8166,KIC7887436,-inf
8167,KIC7887467,-inf
8168,KIC7887960,-inf
8169,KIC7888024,-inf
8170,KIC7888257,-inf
8171,KIC7888403,-inf
8172,KIC7888837,-inf
8173,KIC7888957,-inf
8174,KIC7888977,-inf
8175,KIC7889420,-inf
8176,KIC7889429,-inf
8177,KIC7889528,-inf
8178,KIC7889593,-inf
8179,KIC7890365,-inf
8180,KIC7890609,-inf
8181,KIC7894751,-inf
8182,KIC7894759,-inf
8183,KIC7894940,-inf
8184,KIC7897890,-inf
8185,KIC7898165,-inf
8186,KIC7898413,-inf
8187,KIC7898594,-inf
8188,KIC7898613,-inf
8189,KIC7898675,-inf
8190,KIC7898891,-inf
8191,KIC7899023,-inf
8192,KIC7899597,-inf
8193,KIC7899703,-inf
8194,KIC7899868,-inf
8195,KIC7900211,-inf
8196,KIC7900304,-inf
8197,KIC7900414,-inf
8198,KIC7900441,-inf
8199,KIC7900733,-inf
8200,KIC7900744,-inf
8201,KIC7901207,-inf
8202,KIC7901381,-inf
8203,KIC7901972,-inf
8204,KIC7902365,-inf
8205,KIC7902578,-inf
8206,KIC7902597,-inf
8207,KIC7903116,-inf
8208,KIC7903173,-inf
8209,KIC7903526,-inf
8210,KIC7903576,-inf
8211,KIC7904298,-inf
8212,KIC7904344,-inf
8213,KIC7904429,-inf
8214,KIC7904594,-inf
8215,KIC7904910,-inf
8216,KIC7905047,-inf
8217,KIC7905252,-inf
8218,KIC7905597,-inf
8219,KIC7905654,-inf
8220,KIC7905696,-inf
8221,KIC7905712,-inf
8222,KIC7905926,-inf
8223,KIC7906055,-inf
8224,KIC7906186,-inf
8225,KIC7906607,-inf
8226,KIC7907191,-inf
8227,KIC7907249,-inf
8228,KIC7907664,-inf
8229,KIC7908059,-inf
8230,KIC7908109,-inf
8231,KIC7908718,-inf
8232,KIC7909320,-inf
8233,KIC7909446,-inf
8234,KIC7910890,-inf
8235,KIC7910990,-inf
8236,KIC7915232,-inf
8237,KIC7915833,-inf
8238,KIC7916800,-inf
8239,KIC7917701,-inf
8240,KIC7917764,-inf
8241,KIC7917803,-inf
8242,KIC7918880,-inf
8243,KIC7919558,-inf
8244,KIC7935931,-inf
8245,KIC7935960,-inf
8246,KIC7936033,-inf
8247,KIC7936353,-inf
8248,KIC7936358,-inf
8249,KIC7936400,-inf
8250,KIC7936407,-inf
8251,KIC7937449,-inf
8252,KIC7937828,-inf
8253,KIC7938029,-inf
8254,KIC7939118,-inf
8255,KIC7939195,-inf
8256,KIC7939758,-inf
8257,KIC7940675,-inf
8258,KIC7941121,-inf
8259,KIC7941127,-inf
8260,KIC7941429,-inf
8261,KIC7941510,-inf
8262,KIC7941728,-inf
8263,KIC7943692,-inf
8264,KIC7943876,-inf
8265,KIC7944038,-inf
8266,KIC7944142,-inf
8267,KIC7944193,-inf
8268,KIC7946636,-inf
8269,KIC7946762,-inf
8270,KIC7946809,-inf
8271,KIC7947419,-inf
8272,KIC7947478,-inf
8273,KIC7947648,-inf
8274,KIC7948086,-inf
8275,KIC7948193,-inf
8276,KIC7948260,-inf
8277,KIC7948268,-inf
8278,KIC7948629,-inf
8279,KIC7949127,-inf
8280,KIC7949258,-inf
8281,KIC7949585,-inf
8282,KIC7949599,-inf
8283,KIC7949633,-inf
8284,KIC7949958,-inf
8285,KIC7950369,-inf
8286,KIC7950401,-inf
8287,KIC7950550,-inf
8288,KIC7950668,-inf
8289,KIC7950821,-inf
8290,KIC7953235,-inf
8291,KIC7953365,-inf
8292,KIC7953459,-inf
8293,KIC7953518,-inf
8294,KIC7953634,-inf
8295,KIC7954013,-inf
8296,KIC7954197,-inf
8297,KIC7955078,-inf
8298,KIC7955392,-inf
8299,KIC7955597,-inf
8300,KIC7955749,-inf
8301,KIC7955856,-inf
8302,KIC7956524,-inf
8303,KIC7956671,-inf
8304,KIC7957166,-inf
8305,KIC7957377,-inf
8306,KIC7957671,-inf
8307,KIC7957822,-inf
8308,KIC7957918,-inf
8309,KIC7958219,-inf
8310,KIC7958409,-inf
8311,KIC7958552,-inf
8312,KIC7959473,-inf
8313,KIC7960031,-inf
8314,KIC7960136,-inf
8315,KIC7966651,-inf
8316,KIC7966666,-inf
8317,KIC7966710,-inf
8318,KIC7967256,-inf
8319,KIC7967318,-inf
8320,KIC7967516,-inf
8321,KIC7967534,-inf
8322,KIC7967873,-inf
8323,KIC7967885,-inf
8324,KIC7967898,-inf
8325,KIC7967974,-inf
8326,KIC7968120,-inf
8327,KIC7968517,-inf
8328,KIC7968916,-inf
8329,KIC7969053,-inf
8330,KIC7969433,-inf
8331,KIC7969504,-inf
8332,KIC7970014,-inf
8333,KIC7970207,-inf
8334,KIC7970227,-inf
8335,KIC7970248,-inf
8336,KIC7970619,-inf
8337,KIC7970686,-inf
8338,KIC7970844,-inf
8339,KIC7971070,-inf
8340,KIC7971193,-inf
8341,KIC7971558,-inf
8342,KIC7971830,-inf
8343,KIC7971877,-inf
8344,KIC7971893,-inf
8345,KIC7971906,-inf
8346,KIC7971999,-inf
8347,KIC7973002,-inf
8348,KIC7973055,-inf
8349,KIC7974230,-inf
8350,KIC7974439,-inf
8351,KIC7974594,-inf
8352,KIC7974679,-inf
8353,KIC7974797,-inf
8354,KIC7975176,-inf
8355,KIC7975276,-inf
8356,KIC7975617,-inf
8357,KIC7975636,-inf
8358,KIC7975647,-inf
8359,KIC7975969,-inf
8360,KIC7976006,-inf
8361,KIC7976420,-inf
8362,KIC7976572,-inf
8363,KIC7976619,-inf
8364,KIC7976673,-inf
8365,KIC7976731,-inf
8366,KIC7979316,-inf
8367,KIC7979438,-inf
8368,KIC7979468,-inf
8369,KIC7982835,-inf
8370,KIC7983015,-inf
8371,KIC7983031,-inf
8372,KIC7983221,-inf
8373,KIC7983431,-inf
8374,KIC7983470,-inf
8375,KIC7983752,-inf
8376,KIC7984243,-inf
8377,KIC7984854,-inf
8378,KIC7985382,-inf
8379,KIC7985438,-inf
8380,KIC7988632,-inf
8381,KIC7988900,-inf
8382,KIC7989213,-inf
8383,KIC7989220,-inf
8384,KIC8004637,-inf
8385,KIC8004686,-inf
8386,KIC8004863,-inf
8387,KIC8005116,-inf
8388,KIC8005225,-inf
8389,KIC8005676,-inf
8390,KIC8005721,-inf
8391,KIC8005874,-inf
8392,KIC8006058,-inf
8393,KIC8006060,-inf
8394,KIC8006173,-inf
8395,KIC8006369,-inf
8396,KIC8007217,-inf
8397,KIC8007218,-inf
8398,KIC8007431,-inf
8399,KIC8007458,-inf
8400,KIC8007517,-inf
8401,KIC8007766,-inf
8402,KIC8008319,-inf
8403,KIC8008349,-inf
8404,KIC8008399,-inf
8405,KIC8008492,-inf
8406,KIC8008919,-inf
8407,KIC8009004,-inf
8408,KIC8009339,-inf
8409,KIC8009410,-inf
8410,KIC8009448,-inf
8411,KIC8009455,-inf
8412,KIC8009525,-inf
8413,KIC8009533,-inf
8414,KIC8009582,-inf
8415,KIC8009740,-inf
8416,KIC8009745,-inf
8417,KIC8012611,-inf
8418,KIC8012961,-inf
8419,KIC8013023,-inf
8420,KIC8015956,-inf
8421,KIC8016113,-inf
8422,KIC8016118,-inf
8423,KIC8016119,-inf
8424,KIC8016586,-inf
8425,KIC8016650,-inf
8426,KIC8017332,-inf
8427,KIC8017348,-inf
8428,KIC8017367,-inf
8429,KIC8017459,-inf
8430,KIC8017898,-inf
8431,KIC8018464,-inf
8432,KIC8018575,-inf
8433,KIC8019020,-inf
8434,KIC8019232,-inf
8435,KIC8019240,-inf
8436,KIC8019322,-inf
8437,KIC8019664,-inf
8438,KIC8022836,-inf
8439,KIC8023029,-inf
8440,KIC8023523,-inf
8441,KIC8023581,-inf
8442,KIC8023760,-inf
8443,KIC8023982,-inf
8444,KIC8024699,-inf
8445,KIC8024791,-inf
8446,KIC8025383,-inf
8447,KIC8025935,-inf
8448,KIC8025991,-inf
8449,KIC8026274,-inf
8450,KIC8026605,-inf
8451,KIC8026725,-inf
8452,KIC8026963,-inf
8453,KIC8027201,-inf
8454,KIC8027320,-inf
8455,KIC8027609,-inf
8456,KIC8027906,-inf
8457,KIC8028908,-inf
8458,KIC8035683,-inf
8459,KIC8035785,-inf
8460,KIC8035892,-inf
8461,KIC8036720,-inf
8462,KIC8036945,-inf
8463,KIC8037100,-inf
8464,KIC8037398,-inf
8465,KIC8037429,-inf
8466,KIC8037930,-inf
8467,KIC8038347,-inf
8468,KIC8039063,-inf
8469,KIC8039416,-inf
8470,KIC8039796,-inf
8471,KIC8040267,-inf
8472,KIC8040571,-inf
8473,KIC8040763,-inf
8474,KIC8041904,-inf
8475,KIC8042126,-inf
8476,KIC8042598,-inf
8477,KIC8042834,-inf
8478,KIC8043031,-inf
8479,KIC8043136,-inf
8480,KIC8043241,-inf
8481,KIC8043596,-inf
8482,KIC8044109,-inf
8483,KIC8044132,-inf
8484,KIC8044218,-inf
8485,KIC8045404,-inf
8486,KIC8045883,-inf
8487,KIC8046212,-inf
8488,KIC8046439,-inf
8489,KIC8047227,-inf
8490,KIC8051491,-inf
8491,KIC8051694,-inf
8492,KIC8053949,-inf
8493,KIC8053978,-inf
8494,KIC8054055,-inf
8495,KIC8055041,-inf
8496,KIC8055108,-inf
8497,KIC8055930,-inf
8498,KIC8056874,-inf
8499,KIC8057047,-inf
8500,KIC8057180,-inf
8501,KIC8058062,-inf
8502,KIC8059625,-inf
8503,KIC8073887,-inf
8504,KIC8074322,-inf
8505,KIC8074326,-inf
8506,KIC8074520,-inf
8507,KIC8074585,-inf
8508,KIC8074901,-inf
8509,KIC8075126,-inf
8510,KIC8076215,-inf
8511,KIC8077561,-inf
8512,KIC8077790,-inf
8513,KIC8078495,-inf
8514,KIC8078554,-inf
8515,KIC8080889,-inf
8516,KIC8081069,-inf
8517,KIC8081278,-inf
8518,KIC8081497,-inf
8519,KIC8081535,-inf
8520,KIC8081636,-inf
8521,KIC8081853,-inf
8522,KIC8082339,-inf
8523,KIC8082494,-inf
8524,KIC8082558,-inf
8525,KIC8082913,-inf
8526,KIC8082960,-inf
8527,KIC8084863,-inf
8528,KIC8084971,-inf
8529,KIC8085114,-inf
8530,KIC8085269,-inf
8531,KIC8085386,-inf
8532,KIC8085867,-inf
8533,KIC8085964,-inf
8534,KIC8085998,-inf
8535,KIC8086192,-inf
8536,KIC8086682,-inf
8537,KIC8086924,-inf
8538,KIC8086949,-inf
8539,KIC8087067,-inf
8540,KIC8087684,-inf
8541,KIC8088143,-inf
8542,KIC8088198,-inf
8543,KIC8088244,-inf
8544,KIC8090184,-inf
8545,KIC8091157,-inf
8546,KIC8091492,-inf
8547,KIC8091571,-inf
8548,KIC8092248,-inf
8549,KIC8092466,-inf
8550,KIC8093636,-inf
8551,KIC8093644,-inf
8552,KIC8093664,-inf
8553,KIC8093877,-inf
8554,KIC8093934,-inf
8555,KIC8094277,-inf
8556,KIC8094564,-inf
8557,KIC8094602,-inf
8558,KIC8094948,-inf
8559,KIC8095225,-inf
8560,KIC8095275,-inf
8561,KIC8096170,-inf
8562,KIC8096716,-inf
8563,KIC8096837,-inf
8564,KIC8097384,-inf
8565,KIC8097699,-inf
8566,KIC8097755,-inf
8567,KIC8097812,-inf
8568,KIC8097831,-inf
8569,KIC8098454,-inf
8570,KIC8098590,-inf
8571,KIC8098608,-inf
8572,KIC8098815,-inf
8573,KIC8098926,-inf
8574,KIC8099073,-inf
8575,KIC8099102,-inf
8576,KIC8099185,-inf
8577,KIC8099364,-inf
8578,KIC8103772,-inf
8579,KIC8104319,-inf
8580,KIC8104341,-inf
8581,KIC8104771,-inf
8582,KIC8105002,-inf
8583,KIC8105018,-inf
8584,KIC8105129,-inf
8585,KIC8105575,-inf
8586,KIC8105610,-inf
8587,KIC8105688,-inf
8588,KIC8105732,-inf
8589,KIC8106072,-inf
8590,KIC8106151,-inf
8591,KIC8106367,-inf
8592,KIC8106525,-inf
8593,KIC8107079,-inf
8594,KIC8107227,-inf
8595,KIC8107355,-inf
8596,KIC8107831,-inf
8597,KIC8107951,-inf
8598,KIC8107984,-inf
8599,KIC8108732,-inf
8600,KIC8109040,-inf
8601,KIC8109136,-inf
8602,KIC8109979,-inf
8603,KIC8110026,-inf
8604,KIC8110538,-inf
8605,KIC8110692,-inf
8606,KIC8110809,-inf
8607,KIC8110811,-inf
8608,KIC8111106,-inf
8609,KIC8111302,-inf
8610,KIC8111555,-inf
8611,KIC8111705,-inf
8612,KIC8111766,-inf
8613,KIC8112377,-inf
8614,KIC8112523,-inf
8615,KIC8113326,-inf
8616,KIC8113379,-inf
8617,KIC8113423,-inf
8618,KIC8113429,-inf
8619,KIC8113639,-inf
8620,KIC8113847,-inf
8621,KIC8114962,-inf
8622,KIC8115318,-inf
8623,KIC8115488,-inf
8624,KIC8115872,-inf
8625,KIC8115904,-inf
8626,KIC8120076,-inf
8627,KIC8121799,-inf
8628,KIC8123432,-inf
8629,KIC8123843,-inf
8630,KIC8124622,-inf
8631,KIC8126282,-inf
8632,KIC8126531,-inf
8633,KIC8127582,-inf
8634,KIC8127707,-inf
8635,KIC8127762,-inf
8636,KIC8129047,-inf
8637,KIC8142366,-inf
8638,KIC8142438,-inf
8639,KIC8142716,-inf
8640,KIC8142943,-inf
8641,KIC8143094,-inf
8642,KIC8143132,-inf
8643,KIC8143905,-inf
8644,KIC8143915,-inf
8645,KIC8144161,-inf
8646,KIC8144467,-inf
8647,KIC8144529,-inf
8648,KIC8144802,-inf
8649,KIC8144901,-inf
8650,KIC8144907,-inf
8651,KIC8144991,-inf
8652,KIC8145017,-inf
8653,KIC8145058,-inf
8654,KIC8145152,-inf
8655,KIC8145176,-inf
8656,KIC8145311,-inf
8657,KIC8145453,-inf
8658,KIC8145590,-inf
8659,KIC8145677,-inf
8660,KIC8145739,-inf
8661,KIC8145759,-inf
8662,KIC8146089,-inf
8663,KIC8146822,-inf
8664,KIC8146840,-inf
8665,KIC8148719,-inf
8666,KIC8148993,-inf
8667,KIC8148994,-inf
8668,KIC8149014,-inf
8669,KIC8149025,-inf
8670,KIC8149108,-inf
8671,KIC8149325,-inf
8672,KIC8149409,-inf
8673,KIC8149536,-inf
8674,KIC8149583,-inf
8675,KIC8149637,-inf
8676,KIC8149983,-inf
8677,KIC8150152,-inf
8678,KIC8150550,-inf
8679,KIC8150728,-inf
8680,KIC8150844,-inf
8681,KIC8151314,-inf
8682,KIC8153309,-inf
8683,KIC8153600,-inf
8684,KIC8153907,-inf
8685,KIC8153991,-inf
8686,KIC8154383,-inf
8687,KIC8154541,-inf
8688,KIC8154682,-inf
8689,KIC8154693,-inf
8690,KIC8154720,-inf
8691,KIC8154799,-inf
8692,KIC8154817,-inf
8693,KIC8155468,-inf
8694,KIC8155660,-inf
8695,KIC8155782,-inf
8696,KIC8158034,-inf
8697,KIC8158120,-inf
8698,KIC8158382,-inf
8699,KIC8159075,-inf
8700,KIC8159235,-inf
8701,KIC8159241,-inf
8702,KIC8159908,-inf
8703,KIC8159988,-inf
8704,KIC8160074,-inf
8705,KIC8160099,-inf
8706,KIC8160153,-inf
8707,KIC8160212,-inf
8708,KIC8160282,-inf
8709,KIC8160419,-inf
8710,KIC8160590,-inf
8711,KIC8160637,-inf
8712,KIC8160683,-inf
8713,KIC8161057,-inf
8714,KIC8161789,-inf
8715,KIC8161817,-inf
8716,KIC8161920,-inf
8717,KIC8162024,-inf
8718,KIC8162345,-inf
8719,KIC8162467,-inf
8720,KIC8162712,-inf
8721,KIC8162973,-inf
8722,KIC8163250,-inf
8723,KIC8163439,-inf
8724,KIC8163619,-inf
8725,KIC8163861,-inf
8726,KIC8164254,-inf
8727,KIC8164334,-inf
8728,KIC8164977,-inf
8729,KIC8165094,-inf
8730,KIC8165159,-inf
8731,KIC8165444,-inf
8732,KIC8165471,-inf
8733,KIC8166918,-inf
8734,KIC8167286,-inf
8735,KIC8167335,-inf
8736,KIC8167413,-inf
8737,KIC8168080,-inf
8738,KIC8168324,-inf
8739,KIC8168383,-inf
8740,KIC8168444,-inf
8741,KIC8172066,-inf
8742,KIC8172200,-inf
8743,KIC8172497,-inf
8744,KIC8172666,-inf
8745,KIC8172679,-inf
8746,KIC8172720,-inf
8747,KIC8172777,-inf
8748,KIC8172784,-inf
8749,KIC8172843,-inf
8750,KIC8172877,-inf
8751,KIC8173036,-inf
8752,KIC8173148,-inf
8753,KIC8173581,-inf
8754,KIC8173725,-inf
8755,KIC8173921,-inf
8756,KIC8173978,-inf
8757,KIC8174041,-inf
8758,KIC8174161,-inf
8759,KIC8174364,-inf
8760,KIC8174381,-inf
8761,KIC8174761,-inf
8762,KIC8174874,-inf
8763,KIC8175027,-inf
8764,KIC8175105,-inf
8765,KIC8175438,-inf
8766,KIC8175678,-inf
8767,KIC8176259,-inf
8768,KIC8176396,-inf
8769,KIC8176503,-inf
8770,KIC8176543,-inf
8771,KIC8176733,-inf
8772,KIC8176777,-inf
8773,KIC8176893,-inf
8774,KIC8176905,-inf
8775,KIC8176916,-inf
8776,KIC8177027,-inf
8777,KIC8178310,-inf
8778,KIC8178600,-inf
8779,KIC8179075,-inf
8780,KIC8179214,-inf
8781,KIC8179978,-inf
8782,KIC8180375,-inf
8783,KIC8180550,-inf
8784,KIC8181509,-inf
8785,KIC8181591,-inf
8786,KIC8181700,-inf
8787,KIC8181816,-inf
8788,KIC8183086,-inf
8789,KIC8183363,-inf
8790,KIC8183588,-inf
8791,KIC8183669,-inf
8792,KIC8187999,-inf
8793,KIC8188772,-inf
8794,KIC8189160,-inf
8795,KIC8189169,-inf
8796,KIC8189460,-inf
8797,KIC8191905,-inf
8798,KIC8192454,-inf
8799,KIC8192753,-inf
8800,KIC8192892,-inf
8801,KIC8193946,-inf
8802,KIC8195153,-inf
8803,KIC8195258,-inf
8804,KIC8195595,-inf
8805,KIC8196436,-inf
8806,KIC8196817,-inf
8807,KIC8196870,-inf
8808,KIC8196889,-inf
8809,KIC8197210,-inf
8810,KIC8197719,-inf
8811,KIC8210058,-inf
8812,KIC8210100,-inf
8813,KIC8210306,-inf
8814,KIC8210496,-inf
8815,KIC8210688,-inf
8816,KIC8211008,-inf
8817,KIC8211363,-inf
8818,KIC8211573,-inf
8819,KIC8211726,-inf
8820,KIC8212420,-inf
8821,KIC8212479,-inf
8822,KIC8212786,-inf
8823,KIC8213032,-inf
8824,KIC8213138,-inf
8825,KIC8213145,-inf
8826,KIC8213225,-inf
8827,KIC8213984,-inf
8828,KIC8214252,-inf
8829,KIC8214394,-inf
8830,KIC8216870,-inf
8831,KIC8217125,-inf
8832,KIC8217206,-inf
8833,KIC8217514,-inf
8834,KIC8217977,-inf
8835,KIC8218419,-inf
8836,KIC8218568,-inf
8837,KIC8218648,-inf
8838,KIC8218906,-inf
8839,KIC8219000,-inf
8840,KIC8219022,-inf
8841,KIC8219034,-inf
8842,KIC8219070,-inf
8843,KIC8219125,-inf
8844,KIC8219263,-inf
8845,KIC8219268,-inf
8846,KIC8219746,-inf
8847,KIC8221785,-inf
8848,KIC8221938,-inf
8849,KIC8222189,-inf
8850,KIC8222691,-inf
8851,KIC8222712,-inf
8852,KIC8222944,-inf
8853,KIC8223014,-inf
8854,KIC8223463,-inf
8855,KIC8223927,-inf
8856,KIC8225839,-inf
8857,KIC8225926,-inf
8858,KIC8226149,-inf
8859,KIC8226744,-inf
8860,KIC8228880,-inf
8861,KIC8229516,-inf
8862,KIC8230035,-inf
8863,KIC8230578,-inf
8864,KIC8230626,-inf
8865,KIC8231947,-inf
8866,KIC8232017,-inf
8867,KIC8232262,-inf
8868,KIC8232851,-inf
8869,KIC8233775,-inf
8870,KIC8233881,-inf
8871,KIC8233917,-inf
8872,KIC8234203,-inf
8873,KIC8234436,-inf
8874,KIC8234545,-inf
8875,KIC8234900,-inf
8876,KIC8235013,-inf
8877,KIC8235144,-inf
8878,KIC8235448,-inf
8879,KIC8235991,-inf
8880,KIC8236050,-inf
8881,KIC8236292,-inf
8882,KIC8241134,-inf
8883,KIC8241402,-inf
8884,KIC8241771,-inf
8885,KIC8242740,-inf
8886,KIC8242867,-inf
8887,KIC8243314,-inf
8888,KIC8243522,-inf
8889,KIC8243725,-inf
8890,KIC8244769,-inf
8891,KIC8245132,-inf
8892,KIC8245912,-inf
8893,KIC8246635,-inf
8894,KIC8246995,-inf
8895,KIC8247851,-inf
8896,KIC8248041,-inf
8897,KIC8248351,-inf
8898,KIC8248948,-inf
8899,KIC8249714,-inf
8900,KIC8250069,-inf
8901,KIC8250333,-inf
8902,KIC8250489,-inf
8903,KIC8250520,-inf
8904,KIC8256020,-inf
8905,KIC8258311,-inf
8906,KIC8258595,-inf
8907,KIC8258630,-inf
8908,KIC8259226,-inf
8909,KIC8260453,-inf
8910,KIC8260505,-inf
8911,KIC8260689,-inf
8912,KIC8262338,-inf
8913,KIC8263475,-inf
8914,KIC8263801,-inf
8915,KIC8264006,-inf
8916,KIC8264074,-inf
8917,KIC8264079,-inf
8918,KIC8265098,-inf
8919,KIC8265154,-inf
8920,KIC8265278,-inf
8921,KIC8266460,-inf
8922,KIC8276880,-inf
8923,KIC8277043,-inf
8924,KIC8277362,-inf
8925,KIC8277430,-inf
8926,KIC8277539,-inf
8927,KIC8277832,-inf
8928,KIC8277848,-inf
8929,KIC8277879,-inf
8930,KIC8277914,-inf
8931,KIC8278036,-inf
8932,KIC8278491,-inf
8933,KIC8278493,-inf
8934,KIC8278906,-inf
8935,KIC8279254,-inf
8936,KIC8280070,-inf
8937,KIC8280407,-inf
8938,KIC8280417,-inf
8939,KIC8280560,-inf
8940,KIC8282536,-inf
8941,KIC8283117,-inf
8942,KIC8283356,-inf
8943,KIC8283646,-inf
8944,KIC8283958,-inf
8945,KIC8284032,-inf
8946,KIC8284056,-inf
8947,KIC8284510,-inf
8948,KIC8284682,-inf
8949,KIC8285008,-inf
8950,KIC8285025,-inf
8951,KIC8285086,-inf
8952,KIC8285510,-inf
8953,KIC8285712,-inf
8954,KIC8285729,-inf
8955,KIC8285804,-inf
8956,KIC8285845,-inf
8957,KIC8288152,-inf
8958,KIC8288164,-inf
8959,KIC8288228,-inf
8960,KIC8289334,-inf
8961,KIC8289592,-inf
8962,KIC8292681,-inf
8963,KIC8292829,-inf
8964,KIC8293158,-inf
8965,KIC8293291,-inf
8966,KIC8293299,-inf
8967,KIC8293345,-inf
8968,KIC8293631,-inf
8969,KIC8293686,-inf
8970,KIC8294131,-inf
8971,KIC8294193,-inf
8972,KIC8294475,-inf
8973,KIC8295007,-inf
8974,KIC8296058,-inf
8975,KIC8296112,-inf
8976,KIC8296548,-inf
8977,KIC8297376,-inf
8978,KIC8297507,-inf
8979,KIC8297855,-inf
8980,KIC8297860,-inf
8981,KIC8298041,-inf
8982,KIC8298507,-inf
8983,KIC8299311,-inf
8984,KIC8299489,-inf
8985,KIC8299794,-inf
8986,KIC8299922,-inf
8987,KIC8300692,-inf
8988,KIC8300747,-inf
8989,KIC8301083,-inf
8990,KIC8301418,-inf
8991,KIC8301905,-inf
8992,KIC8301953,-inf
8993,KIC8302107,-inf
8994,KIC8307149,-inf
8995,KIC8307548,-inf
8996,KIC8307615,-inf
8997,KIC8307630,-inf
8998,KIC8307791,-inf
8999,KIC8308088,-inf
9000,KIC8308639,-inf
9001,KIC8309466,-inf
9002,KIC8309890,-inf
9003,KIC8310100,-inf
9004,KIC8310792,-inf
9005,KIC8311058,-inf
9006,KIC8311932,-inf
9007,KIC8312170,-inf
9008,KIC8312324,-inf
9009,KIC8312388,-inf
9010,KIC8312512,-inf
9011,KIC8312990,-inf
9012,KIC8314240,-inf
9013,KIC8314514,-inf
9014,KIC8314665,-inf
9015,KIC8315220,-inf
9016,KIC8315560,-inf
9017,KIC8315703,-inf
9018,KIC8315762,-inf
9019,KIC8315796,-inf
9020,KIC8316412,-inf
9021,KIC8320663,-inf
9022,KIC8321959,-inf
9023,KIC8323295,-inf
9024,KIC8324636,-inf
9025,KIC8325668,-inf
9026,KIC8325762,-inf
9027,KIC8325764,-inf
9028,KIC8327115,-inf
9029,KIC8327201,-inf
9030,KIC8327292,-inf
9031,KIC8328178,-inf
9032,KIC8328348,-inf
9033,KIC8328390,-inf
9034,KIC8328668,-inf
9035,KIC8329095,-inf
9036,KIC8329743,-inf
9037,KIC8329894,-inf
9038,KIC8330073,-inf
9039,KIC8330598,-inf
9040,KIC8330661,-inf
9041,KIC8332266,-inf
9042,KIC8343654,-inf
9043,KIC8343745,-inf
9044,KIC8344169,-inf
9045,KIC8344513,-inf
9046,KIC8344592,-inf
9047,KIC8345153,-inf
9048,KIC8345290,-inf
9049,KIC8345473,-inf
9050,KIC8345515,-inf
9051,KIC8345869,-inf
9052,KIC8346038,-inf
9053,KIC8346238,-inf
9054,KIC8346507,-inf
9055,KIC8346778,-inf
9056,KIC8348568,-inf
9057,KIC8348765,-inf
9058,KIC8349031,-inf
9059,KIC8349145,-inf
9060,KIC8349297,-inf
9061,KIC8349350,-inf
9062,KIC8349379,-inf
9063,KIC8349732,-inf
9064,KIC8350024,-inf
9065,KIC8350347,-inf
9066,KIC8350443,-inf
9067,KIC8350645,-inf
9068,KIC8350839,-inf
9069,KIC8350894,-inf
9070,KIC8351461,-inf
9071,KIC8351477,-inf
9072,KIC8351962,-inf
9073,KIC8352450,-inf
9074,KIC8352623,-inf
9075,KIC8352953,-inf
9076,KIC8354657,-inf
9077,KIC8354896,-inf
9078,KIC8355034,-inf
9079,KIC8355654,-inf
9080,KIC8357852,-inf
9081,KIC8358168,-inf
9082,KIC8358665,-inf
9083,KIC8358990,-inf
9084,KIC8359027,-inf
9085,KIC8359169,-inf
9086,KIC8359180,-inf
9087,KIC8359529,-inf
9088,KIC8359997,-inf
9089,KIC8360297,-inf
9090,KIC8360334,-inf
9091,KIC8360807,-inf
9092,KIC8361046,-inf
9093,KIC8361552,-inf
9094,KIC8361996,-inf
9095,KIC8362163,-inf
9096,KIC8362623,-inf
9097,KIC8362790,-inf
9098,KIC8363050,-inf
9099,KIC8363240,-inf
9100,KIC8363272,-inf
9101,KIC8363443,-inf
9102,KIC8363613,-inf
9103,KIC8364093,-inf
9104,KIC8364179,-inf
9105,KIC8364337,-inf
9106,KIC8364363,-inf
9107,KIC8364550,-inf
9108,KIC8364578,-inf
9109,KIC8364786,-inf
9110,KIC8365018,-inf
9111,KIC8365043,-inf
9112,KIC8365052,-inf
9113,KIC8365522,-inf
9114,KIC8365782,-inf
9115,KIC8365829,-inf
9116,KIC8365859,-inf
