KIC,Kpmag,QLen,DLen,numax,e_numax,Delnu,e_Delnu,A,e_A,Width,e_Width,Gran,e_Gran,Teff,e_Teff,log(g),e_log(g),[Fe/H],e_[Fe/H],NoCorM,e_NoCorM,NoCorR,e_NoCorR,RGBcorM,e_RGBcorM,RGBcorR,e_RGBcorR,ClcorM,e_ClcorM,ClcorR,e_ClcorR,Phase,dnu_acf
10746287,13.27,14,1046.0,29.65,0.6,3.907,0.056,128.7,5.4,12.8,1.4,5957.2,368.8,5166,159,2.396,0.012,0.0,0.3,1.07,0.11,10.85,0.44,1.12,0.12,11.11,0.46,1.07,0.11,10.88,0.45,2,
10747240,11.58,15,1055.7,35.77,1.05,4.064,0.029,85.2,3.2,15.1,1.6,2442.9,140.7,5174,100,2.478,0.014,0.01,0.15,1.61,0.17,12.11,0.45,1.64,0.17,12.23,0.45,1.63,0.17,12.19,0.45,2,
10747862,11.37,12,876.5,30.43,0.41,3.757,0.013,134.7,7.5,10.7,0.8,5041.2,289.0,4746,100,2.389,0.009000000000000001,-0.44,0.15,1.19,0.08,11.54,0.27,1.04,0.07,10.77,0.25,1.16,0.07,11.41,0.27,1,
10748902,12.66,7,467.4,18.84,0.3,2.505,0.017,205.3,11.8,7.9,1.4,13093.3,1117.7,4392,80,2.164,0.009000000000000001,-0.19,0.15,1.27,0.09,15.46,0.41,1.1,0.08,14.39,0.38,1.24,0.09,15.24,0.41,2,
10749112,11.7,15,1055.7,47.9,0.74,5.2170000000000005,0.02,75.8,4.2,17.6,2.5,1102.0,137.8,4988,100,2.597,0.009000000000000001,-0.41,0.15,1.34,0.09,9.66,0.24,1.26,0.09,9.36,0.23,1.38,0.09,9.78,0.24,1,
10749235,12.34,12,876.5,41.04,1.73,4.387,0.079,80.2,3.0,17.5,1.4,1793.3,148.7,4775,80,2.52,0.019,0.18,0.15,1.58,0.24,11.45,0.66,1.49,0.22,11.1,0.64,1.61,0.24,11.55,0.67,2,
10749722,12.72,13,958.9,35.52,0.56,4.11,0.095,95.6,4.0,13.8,1.0,2624.4,187.8,5116,158,2.472,0.011,-0.22,0.3,1.48,0.18,11.69,0.62,1.46,0.17,11.62,0.62,1.51,0.18,11.82,0.63,2,
10749954,12.96,13,958.9,33.29,0.82,4.169,0.033,109.5,5.4,12.1,0.9,4450.1,301.1,4964,80,2.438,0.012,-0.15,0.15,1.1,0.1,10.49,0.35,1.08,0.1,10.38,0.35,1.11,0.1,10.52,0.35,2,
10750644,13.39,13,958.9,29.7,0.94,3.91,0.057,101.5,6.7,13.2,2.7,6373.2,533.6,5027,154,2.391,0.016,-0.26,0.3,1.03,0.13,10.7,0.51,1.02,0.13,10.69,0.51,1.03,0.13,10.74,0.51,2,
10750658,13.25,7,467.4,32.89,0.95,4.0710000000000015,0.038,115.6,4.5,17.0,2.2,3574.6,362.6,4760,80,2.423,0.014,0.21,0.15,1.09,0.11,10.64,0.41,1.05,0.11,10.43,0.4,1.1,0.11,10.65,0.41,2,
10750730,12.38,7,467.4,33.25,0.57,3.87,0.053,132.1,5.5,15.5,1.7,3649.0,421.9,4587,80,2.42,0.009000000000000001,0.34,0.15,1.31,0.11,11.68,0.42,1.19,0.1,11.16,0.4,1.31,0.11,11.69,0.42,2,
10750867,12.69,13,958.9,34.27,1.04,4.104,0.059,110.0,4.4,14.2,1.4,3544.4,195.8,5033,154,2.4530000000000003,0.015,-0.28,0.3,1.3,0.16,11.22,0.52,1.26,0.15,11.04,0.51,1.33,0.16,11.32,0.53,2,
10751031,13.63,12,949.4,76.26,0.63,7.131,0.016,68.4,3.3,23.8,1.4,452.8,89.6,5002,155,2.799,0.009000000000000001,-0.12,0.3,1.56,0.1,8.24,0.19,1.5,0.1,8.09,0.19,1.59,0.1,8.33,0.19,1,
10751189,13.91,10,770.3,45.63,0.52,5.041,0.017,98.6,4.2,17.8,1.8,1811.7,169.6,4808,146,2.568,0.009000000000000001,-0.46,0.3,1.26,0.09,9.68,0.24,1.11,0.08,9.09,0.22,1.25,0.09,9.62,0.24,1,
10751237,12.76,15,1055.7,99.17,0.55,9.079,0.016,53.8,2.5,27.7,1.4,219.5,44.4,4897,80,2.909,0.006,-0.45,0.15,1.26,0.06,6.54,0.12,1.15,0.05,6.24,0.11,1.28,0.06,6.58,0.12,1,
10751705,13.61,7,467.4,83.25,0.52,7.41,0.03,71.1,3.0,22.6,1.1,937.7,71.9,4661,147,2.822,0.009000000000000001,0.52,0.3,1.57,0.1,8.04,0.19,1.45,0.09,7.75,0.18,1.56,0.1,8.03,0.19,1,
10752337,12.5,14,1046.3,65.56,1.16,5.875,0.036000000000000004,37.6,1.9,21.8,1.4,461.2,39.0,5086,80,2.737,0.009000000000000001,-0.05,0.15,2.21,0.16,10.53,0.28,2.21,0.16,10.55,0.28,2.29,0.17,10.73,0.29,2,
10752443,13.3,7,467.4,29.67,0.92,3.986,0.07,128.7,6.1,14.2,2.3,4710.6,341.4,5009,157,2.389,0.016,-0.37,0.3,0.94,0.12,10.27,0.53,0.93,0.12,10.2,0.52,0.96,0.13,10.34,0.53,2,
10752913,10.174,15,1055.7,230.31,1.29,17.901,0.018000000000000002,,,,,,,4792,80,3.27,0.006,-0.21,0.15,1.01,0.05,3.87,0.07,0.93,0.04,3.7,0.06,1.02,0.05,3.87,0.07,1,
10752915,12.07,13,1020.4,43.3,0.54,4.802,0.016,94.3,3.7,15.0,1.0,1847.7,101.1,4701,80,2.54,0.008,-0.3,0.15,1.27,0.07,10.0,0.22,1.11,0.07,9.37,0.2,1.24,0.07,9.92,0.21,1,
10753840,13.19,7,467.4,45.91,0.54,5.215,0.017,99.8,4.6,15.8,1.2,1441.2,143.2,4646,80,2.563,0.008,-0.37,0.15,1.07,0.06,8.94,0.19,0.92,0.05,8.29,0.17,1.04,0.06,8.81,0.19,1,
10753962,11.81,15,1055.7,100.91,1.29,8.068999999999999,0.04,24.6,2.3,33.6,5.2,215.0,33.2,5075,100,2.924,0.008,0.05,0.15,2.25,0.14,8.58,0.2,2.28,0.15,8.63,0.2,2.34,0.15,8.74,0.21,2,
10754090,13.1,7,467.4,59.47,0.55,6.047999999999999,0.015,77.1,3.3,19.9,1.4,1028.4,70.5,4633,80,2.675,0.006999999999999999,-0.05,0.15,1.27,0.07,8.6,0.17,1.13,0.06,8.11,0.16,1.27,0.07,8.59,0.17,1,
10775621,12.25,2,41.9,97.36,8.52,9.753,0.675,39.0,6.2,40.5,11.4,85.5,46.3,5059,177,2.908,0.039,-0.16,0.3,0.94,0.37,5.66,0.94,0.97,0.38,5.75,0.96,0.94,0.36,5.65,0.93,1,
10776009,12.21,13,959.8,79.61,0.48,7.7429999999999986,0.018000000000000002,78.0,2.9,23.4,0.9,524.2,54.6,4987,153,2.817,0.008,-0.07,0.3,1.27,0.08,7.29,0.16,1.25,0.08,7.22,0.16,1.28,0.08,7.33,0.16,1,
10776256,11.46,18,1318.0,192.33,1.05,13.178,0.018000000000000002,23.0,1.0,50.9,5.0,25.3,5.1,5012,80,3.201,0.006,0.09,0.15,2.15,0.1,6.09,0.11,2.14,0.1,6.07,0.11,2.21,0.1,6.18,0.11,1,
10776711,13.4,18,1317.9,15.95,0.46,2.25,0.012,260.0,18.6,6.8,1.1,31852.5,4034.9,4451,155,2.094,0.015,-0.28,0.3,1.21,0.13,16.33,0.62,1.04,0.11,15.15,0.58,1.17,0.13,16.08,0.61,0,
10776997,13.2,9,642.1,45.34,0.46,5.12,0.013,101.9,3.7,15.2,0.8,1593.3,112.0,5089,149,2.577,0.009000000000000001,-0.36,0.3,1.27,0.08,9.59,0.22,1.24,0.08,9.48,0.22,1.29,0.08,9.69,0.23,1,
10777098,12.52,7,467.3,41.96,0.48,4.877,0.018000000000000002,91.9,6.8,12.9,1.1,3157.3,305.6,5014,149,2.54,0.009000000000000001,-0.57,0.3,1.19,0.08,9.71,0.24,1.11,0.08,9.38,0.23,1.22,0.08,9.83,0.24,1,
10777660,13.36,16,1221.1,179.06,2.1,13.713,0.023,28.9,1.7,53.4,7.9,51.2,8.3,5078,158,3.173,0.01,0.17,0.3,1.51,0.1,5.27,0.13,1.53,0.11,5.31,0.13,1.53,0.11,5.31,0.13,1,
10777735,13.659,17,1308.48,226.1,4.43,17.24,0.054000000000000006,,,,,,,5217,154,3.28,0.012,-0.21,0.3,1.27,0.11,4.27,0.12,1.3,0.11,4.33,0.13,1.28,0.11,4.3,0.12,1,
10777816,11.476,18,1317.92,211.41,1.2,15.737,0.023,,,,,,,5012,80,3.242,0.006,-0.11,0.15,1.41,0.07,4.7,0.08,1.37,0.06,4.64,0.08,1.43,0.07,4.74,0.08,1,
10777988,13.75,10,777.2,138.83,0.78,11.691,0.027000000000000003,53.7,3.0,38.0,2.2,135.3,69.3,5001,148,3.059,0.008,-0.12,0.3,1.3,0.08,5.58,0.12,1.27,0.08,5.52,0.12,1.32,0.08,5.62,0.12,1,
10778969,11.87,18,1317.9,37.28,0.5,4.296,0.024,102.7,4.4,13.9,1.0,2660.2,144.9,4833,80,2.481,0.008,-0.11,0.15,1.31,0.08,10.91,0.26,1.22,0.08,10.51,0.25,1.33,0.08,10.97,0.26,2,
10779177,11.645,18,1317.92,232.29,2.3,17.208,0.016,,,,,,,5053,80,3.285,0.006999999999999999,-0.17,0.15,1.32,0.07,4.33,0.08,1.3,0.07,4.3,0.08,1.34,0.07,4.37,0.08,1,
10779537,12.119000000000002,18,1317.92,209.96,1.22,15.389,0.041,,,,,,,4889,80,3.234,0.006,0.36,0.15,1.45,0.07,4.82,0.09,1.42,0.07,4.77,0.09,1.46,0.07,4.83,0.09,1,
10782351,13.7,14,1035.1,140.99,0.77,11.754,0.014,60.7,2.3,37.7,1.5,100.4,20.2,4921,145,3.063,0.008,0.33,0.3,1.3,0.08,5.56,0.12,1.3,0.08,5.56,0.12,1.31,0.08,5.57,0.12,1,
10783198,12.95,9,642.1,25.42,0.5,3.745,0.126,138.8,8.3,12.2,1.8,7767.7,993.4,4826,80,2.314,0.01,-0.5,0.15,0.72,0.11,9.79,0.7,0.65,0.1,9.29,0.65,0.72,0.11,9.8,0.71,2,
10784013,11.74,15,1044.6,16.03,0.24,2.238,0.019,196.2,10.6,5.9,0.5,16174.4,1229.4,4612,100,2.104,0.009000000000000001,-0.23,0.15,1.32,0.1,16.89,0.49,1.16,0.08,15.8,0.45,1.3,0.1,16.74,0.48,0,
10784301,13.724,14,1035.12,205.73,1.22,16.772000000000002,0.04,,,,,,,5335,159,3.244,0.008,-0.3,0.3,1.1,0.07,4.15,0.09,1.16,0.07,4.26,0.09,1.12,0.07,4.18,0.09,1,
10784342,13.89,5,371.3,49.76,0.59,5.56,0.018000000000000002,88.8,5.1,16.6,1.2,1640.1,187.5,5036,151,2.615,0.009000000000000001,-0.42,0.3,1.18,0.08,8.88,0.22,1.14,0.08,8.69,0.21,1.21,0.08,8.97,0.22,1,
10784759,13.045,15,1044.56,218.54,1.32,15.688,0.038,,,,,,,5125,152,3.262,0.008,0.01,0.3,1.63,0.1,4.94,0.11,1.64,0.1,4.96,0.11,1.65,0.1,4.98,0.11,1,
10784996,12.04,8,557.6,22.61,0.22,2.929,0.017,189.7,9.9,7.6,0.6,7826.6,618.3,4531,100,2.25,0.008,-0.01,0.15,1.23,0.08,13.78,0.32,1.08,0.07,12.92,0.3,1.22,0.07,13.7,0.32,1,
10785390,11.33,5,241.9,14.43,0.23,2.24,0.029,228.5,10.2,5.8,0.6,9676.5,1117.3,4578,160,2.057,0.011,-0.18,0.3,0.95,0.09,15.12,0.57,0.82,0.08,14.06,0.52,0.93,0.09,14.99,0.57,2,
10788540,12.41,10,704.3,29.62,1.14,3.824,0.048,120.0,5.1,13.0,1.2,5491.3,304.1,4833,80,2.381,0.018000000000000002,0.02,0.15,1.05,0.14,10.94,0.53,1.02,0.14,10.77,0.52,1.06,0.14,10.97,0.53,2,
10789154,13.9,7,548.1,29.69,0.53,3.859,0.052000000000000005,138.6,5.3,12.5,1.4,5452.7,388.5,5136,159,2.395,0.011,-0.08,0.3,1.12,0.11,11.1,0.43,1.15,0.11,11.29,0.44,1.12,0.11,11.14,0.43,2,
10789202,10.31,17,1235.5,44.81,0.7,4.461,0.015,74.5,3.5,17.5,1.4,1634.5,70.6,4603,80,2.55,0.009000000000000001,0.26,0.15,1.82,0.12,11.87,0.28,1.67,0.11,11.35,0.27,1.85,0.12,11.95,0.28,1,
10790301,12.05,7,467.2,30.67,0.44,3.805,0.014,134.0,6.9,11.9,1.0,3939.3,295.9,4758,100,2.393,0.009000000000000001,-0.48,0.15,1.16,0.08,11.35,0.27,1.01,0.07,10.59,0.25,1.13,0.07,11.22,0.27,2,
10790401,13.62,17,1308.4,155.76,1.01,13.177,0.016,51.2,2.1,42.6,1.6,68.9,13.3,5235,161,3.119,0.008,-0.18,0.3,1.22,0.08,5.04,0.11,1.27,0.08,5.14,0.11,1.23,0.08,5.07,0.11,1,
10790415,8.48,18,1317.8,38.12,0.96,4.274,0.026,85.1,3.8,16.1,1.6,2388.7,205.3,4911,146,2.494,0.013,0.11,0.3,1.47,0.14,11.37,0.39,1.42,0.14,11.17,0.39,1.49,0.15,11.44,0.4,2,
10792801,12.39,16,1220.9,44.87,0.7,4.749,0.012,85.3,4.1,16.0,1.0,1856.8,80.2,4745,80,2.557,0.009000000000000001,-0.09,0.15,1.49,0.1,10.65,0.25,1.35,0.09,10.14,0.23,1.5,0.1,10.68,0.25,1,
10792866,13.99,17,1308.2,118.94,0.7,10.623,0.023,57.0,2.0,34.9,1.4,99.7,20.0,5229,162,3.002,0.008,-0.34,0.3,1.28,0.08,5.92,0.13,1.31,0.08,5.98,0.13,1.31,0.08,5.98,0.13,1,
10792949,10.06,18,1317.7,44.4,0.88,4.6530000000000005,0.03,76.0,3.2,18.6,1.3,1691.9,76.6,4758,100,2.553,0.011,0.42,0.15,1.58,0.13,10.99,0.32,1.53,0.12,10.82,0.32,1.62,0.13,11.13,0.33,2,
10793277,13.3,16,1220.9,36.12,0.46,4.101,0.037000000000000005,106.2,4.1,14.1,0.9,3006.3,157.6,5077,155,2.478,0.01,-0.09,0.3,1.55,0.12,11.89,0.36,1.53,0.12,11.82,0.36,1.58,0.12,12.0,0.36,2,
10793771,10.27,18,1317.7,78.99,0.53,6.615,0.015,118.7,5.6,26.0,1.7,2422.7,227.7,4914,100,2.8110000000000004,0.006999999999999999,0.18,0.15,2.28,0.12,9.83,0.19,2.25,0.12,9.76,0.19,2.34,0.12,9.96,0.19,1,
10793872,11.6,18,1317.7,181.71,0.74,14.859000000000002,0.018000000000000002,48.4,1.7,45.9,1.7,59.1,11.2,4990,100,3.176,0.006,-0.26,0.15,1.12,0.05,4.52,0.08,1.08,0.05,4.45,0.08,1.13,0.05,4.54,0.08,1,
10793890,9.95,18,1317.7,110.23,2.03,8.386000000000001,0.041,21.2,1.4,52.1,8.5,75.9,20.5,5310,100,2.972,0.01,0.01,0.15,2.69,0.2,8.88,0.24,2.95,0.22,9.29,0.25,2.82,0.21,9.07,0.25,2,
10794838,10.42,18,1317.7,34.39,0.69,4.168,0.035,110.9,4.5,13.5,0.9,3322.3,197.7,4781,80,2.444,0.01,-0.12,0.15,1.15,0.09,10.64,0.33,1.05,0.09,10.19,0.31,1.15,0.09,10.66,0.33,2,
10796037,13.28,1,32.5,104.67,3.35,7.99,1.338,45.9,6.4,29.3,4.7,121.8,69.0,5176,181,2.944,0.016,-0.13,0.3,2.69,1.83,9.17,3.09,2.83,1.95,9.4,3.21,2.85,1.96,9.43,3.22,2,
10796378,11.94,18,1319.1,41.77,0.56,4.735,0.012,96.3,4.4,15.0,1.0,1992.4,109.0,5011,100,2.5380000000000003,0.008,-0.46,0.15,1.32,0.08,10.25,0.23,1.24,0.08,9.94,0.22,1.36,0.08,10.38,0.23,1,
10796857,12.44,17,1309.6,89.08,0.66,7.815,0.018000000000000002,40.9,1.6,29.0,1.6,207.7,26.7,5008,80,2.867,0.006,-0.67,0.15,1.73,0.09,8.02,0.15,1.6,0.08,7.72,0.14,1.77,0.09,8.12,0.15,1,
10798647,12.65,18,1317.8,104.74,0.62,9.597,0.018000000000000002,68.3,2.7,29.5,1.1,209.0,29.5,4719,80,2.924,0.006,-0.17,0.15,1.13,0.05,6.07,0.11,1.01,0.05,5.74,0.1,1.12,0.05,6.06,0.11,1,
10799530,11.64,18,1317.8,38.15,0.91,4.26,0.038,102.0,4.4,15.0,1.3,2908.1,154.8,4954,100,2.496,0.012,0.16,0.15,1.51,0.14,11.5,0.4,1.48,0.14,11.39,0.39,1.54,0.14,11.59,0.4,2,
10799729,13.91,13,1032.6,92.54,0.58,8.509,0.023,67.6,2.7,26.7,1.1,365.2,56.5,5048,156,2.885,0.008,-0.07,0.3,1.39,0.09,7.06,0.16,1.38,0.09,7.03,0.16,1.42,0.09,7.11,0.16,1,
10800164,13.73,7,540.2,28.1,0.72,3.6010000000000004,0.039,123.6,6.0,12.9,1.6,4930.1,396.7,5123,161,2.371,0.014,-0.22,0.3,1.24,0.13,12.05,0.48,1.25,0.13,12.09,0.48,1.26,0.13,12.13,0.48,2,
10800303,12.67,18,1317.8,110.34,0.67,9.908,0.019,65.2,2.6,32.3,1.3,178.1,32.0,4792,80,2.95,0.006,-0.01,0.15,1.19,0.06,6.05,0.11,1.11,0.05,5.85,0.1,1.2,0.06,6.07,0.11,1,
10800478,11.1,2,41.9,41.96,3.93,5.2170000000000005,0.402,113.4,19.4,16.7,4.5,2903.7,606.0,4785,167,2.53,0.042,-0.06,0.3,0.85,0.36,8.29,1.51,0.83,0.35,8.19,1.48,0.86,0.36,8.34,1.52,2,
10800641,12.88,7,467.3,41.31,0.5,4.375,0.023,105.8,3.6,16.6,1.3,1768.9,110.3,5036,157,2.5340000000000003,0.01,0.05,0.3,1.77,0.13,11.9,0.32,1.74,0.13,11.8,0.31,1.81,0.13,12.05,0.32,2,
10800915,12.77,7,467.3,39.7,0.53,4.263,0.049,98.2,3.4,17.7,1.7,1762.2,127.1,5107,165,2.52,0.01,0.03,0.3,1.78,0.15,12.13,0.41,1.78,0.15,12.14,0.41,1.82,0.16,12.28,0.42,2,
10801063,10.38,18,1317.8,199.06,0.87,16.089000000000002,0.025,34.0,1.3,48.0,1.8,26.9,5.2,4946,100,3.213,0.006,-0.37,0.15,1.05,0.05,4.2,0.08,1.0,0.05,4.09,0.07,1.07,0.05,4.23,0.08,1,
10801792,13.33,17,1308.3,199.74,1.03,14.997,0.037000000000000005,38.1,1.6,52.2,4.5,34.0,9.9,5139,151,3.2230000000000003,0.008,-0.33,0.3,1.49,0.09,4.95,0.11,1.47,0.09,4.91,0.11,1.53,0.09,5.01,0.11,1,
10801985,12.85,9,642.1,29.71,1.19,3.663,0.036000000000000004,115.9,6.3,13.5,2.6,6152.1,358.3,4751,140,2.379,0.019,0.15,0.3,1.23,0.17,11.86,0.58,1.15,0.16,11.5,0.56,1.24,0.17,11.9,0.58,2,
10802274,13.431,18,1317.78,212.95,5.25,16.616,0.017,,,,,,,5192,154,3.253,0.013,-0.57,0.3,1.22,0.11,4.32,0.14,1.21,0.11,4.31,0.14,1.25,0.12,4.38,0.14,1,
10802837,9.84,17,1235.4,58.09,0.7,5.505,0.038,59.9,2.5,22.2,1.7,715.5,32.2,4867,80,2.675,0.008,0.23,0.15,1.86,0.12,10.39,0.26,1.79,0.11,10.18,0.25,1.9,0.12,10.5,0.26,2,
10803040,13.15,18,1317.8,142.3,0.8,11.738,0.012,53.0,1.8,41.5,1.5,84.7,10.7,4736,80,3.0580000000000003,0.006,0.09,0.15,1.27,0.06,5.52,0.1,1.18,0.06,5.32,0.09,1.28,0.06,5.55,0.1,1,
10803138,13.77,17,1308.3,99.38,0.86,8.86,0.013,39.3,2.0,41.5,5.9,100.0,19.8,5202,163,2.923,0.009000000000000001,-0.56,0.3,1.54,0.1,7.1,0.16,1.51,0.1,7.03,0.16,1.59,0.1,7.21,0.17,1,
10803148,12.87,8,632.7,25.54,0.39,3.185,0.015,139.3,7.5,9.1,1.2,5280.8,376.9,4903,149,2.32,0.01,-0.48,0.3,1.43,0.11,13.7,0.38,1.3,0.1,13.06,0.36,1.45,0.11,13.78,0.38,1,
10803548,13.35,7,467.3,19.55,0.29,2.758,0.019,170.5,10.1,6.7,0.9,9693.6,790.7,5132,164,2.214,0.01,-0.36,0.3,1.22,0.1,14.31,0.42,1.22,0.1,14.27,0.42,1.24,0.1,14.44,0.43,0,
10803557,13.68,7,548.1,31.23,0.53,3.99,0.058,134.7,6.6,12.9,1.0,4979.4,307.8,5072,163,2.414,0.011,-0.03,0.3,1.12,0.11,10.86,0.43,1.15,0.11,11.0,0.44,1.12,0.11,10.89,0.44,2,
10808345,12.96,7,467.3,29.5,0.54,3.631,0.192,139.1,5.2,13.1,0.9,4985.8,430.5,4730,80,2.375,0.01,-0.04,0.15,1.24,0.28,11.96,1.3,1.13,0.25,11.42,1.21,1.24,0.28,11.99,1.3,2,
10808557,13.08,15,1055.4,39.73,0.47,4.617,0.012,147.7,7.6,12.5,0.6,3662.5,242.0,4598,80,2.498,0.008,-0.37,0.15,1.11,0.06,9.82,0.21,0.95,0.05,9.1,0.19,1.07,0.06,9.67,0.2,1,
10808648,13.54,7,467.3,27.14,0.28,3.4410000000000003,0.016,148.7,7.3,9.2,0.8,5018.4,468.9,4882,153,2.345,0.009000000000000001,-0.63,0.3,1.25,0.09,12.45,0.31,1.11,0.08,11.73,0.29,1.25,0.09,12.43,0.31,1,
10808709,13.57,5,371.4,40.92,0.81,4.477,0.034,86.0,4.7,14.2,1.5,2227.1,250.8,5126,176,2.5340000000000003,0.012,0.06,0.3,1.61,0.15,11.36,0.38,1.63,0.15,11.43,0.38,1.63,0.15,11.45,0.38,2,
10809272,13.31,14,1046.0,59.47,1.46,5.2189999999999985,0.03,32.0,3.6,18.0,3.1,564.3,85.0,5403,168,2.708,0.013,-0.27,0.3,2.9,0.28,12.47,0.43,3.24,0.32,13.19,0.46,3.22,0.31,13.15,0.45,2,
10809277,11.02,15,1055.4,35.92,0.66,4.038,0.024,98.2,4.3,14.7,1.2,3373.9,193.7,4699,80,2.459,0.01,0.17,0.15,1.44,0.11,11.74,0.32,1.33,0.1,11.27,0.31,1.46,0.11,11.81,0.32,2,
10809296,13.8,14,1046.0,147.31,0.84,12.323,0.031,47.4,1.7,39.7,2.4,57.1,10.0,5192,162,3.093,0.008,-0.1,0.3,1.33,0.08,5.43,0.12,1.37,0.09,5.51,0.12,1.35,0.08,5.47,0.12,1,
10809457,11.55,15,1055.4,37.4,0.73,4.3889999999999985,0.038,108.8,4.1,15.1,1.2,2609.2,170.7,4955,100,2.488,0.011,0.05,0.15,1.26,0.1,10.62,0.33,1.25,0.1,10.56,0.33,1.28,0.11,10.67,0.34,2,
10809499,12.43,10,697.2,27.83,0.28,3.335,0.016,129.7,6.3,9.2,0.7,4566.0,311.8,4838,147,2.354,0.009000000000000001,-0.4,0.3,1.51,0.1,13.52,0.34,1.35,0.09,12.81,0.32,1.51,0.1,13.53,0.34,1,
10809888,13.63,14,1046.0,123.77,1.04,9.929,0.024,31.3,1.6,37.0,2.6,79.4,14.1,5067,154,3.012,0.009000000000000001,-0.09,0.3,1.81,0.12,6.95,0.16,1.77,0.11,6.86,0.16,1.86,0.12,7.03,0.16,1,
10810211,13.17,14,1029.6,41.08,1.02,4.413,0.02,83.0,3.4,16.7,1.1,1883.9,96.0,4734,80,2.519,0.012,0.03,0.15,1.53,0.14,11.28,0.35,1.4,0.12,10.8,0.33,1.55,0.14,11.35,0.35,1,
10810628,12.77,15,1055.4,27.79,0.64,3.831,0.053,128.1,6.4,12.3,2.6,6574.7,437.3,5213,160,2.37,0.013,-0.23,0.3,0.96,0.1,10.62,0.44,1.01,0.11,10.88,0.46,0.96,0.1,10.61,0.44,2,
10810869,12.78,14,1046.0,33.85,0.42,4.06,0.059,106.4,3.8,13.9,1.0,3671.0,215.1,4879,80,2.441,0.008,-0.18,0.15,1.25,0.1,11.15,0.4,1.17,0.09,10.78,0.38,1.27,0.1,11.21,0.4,2,
10810905,12.98,7,467.3,16.26,0.44,2.235,0.019,213.3,10.9,6.8,1.0,12486.4,1406.8,5001,159,2.128,0.014,-0.11,0.3,1.57,0.17,17.89,0.69,1.51,0.16,17.56,0.68,1.6,0.17,18.06,0.7,0,
10811720,11.87,15,1055.4,40.51,1.05,4.356,0.065,62.0,3.8,13.8,1.5,2714.4,110.0,5198,161,2.533,0.014,-0.05,0.3,1.78,0.2,11.96,0.54,1.81,0.21,12.07,0.54,1.82,0.21,12.11,0.54,2,
10811787,13.373,15,1055.44,203.61,5.38,14.961,0.021,,,,,,,5263,169,3.237,0.014,0.19,0.3,1.65,0.16,5.13,0.18,1.74,0.17,5.26,0.18,1.69,0.17,5.18,0.18,1,
10812837,9.23,15,1055.7,57.74,0.97,5.49,0.039,45.2,2.2,20.9,1.6,636.8,43.8,5171,100,2.6860000000000004,0.01,-0.13,0.15,2.03,0.15,10.71,0.3,2.04,0.15,10.75,0.3,2.1,0.16,10.89,0.31,2,
10813235,15.61,14,1046.3,91.29,1.13,8.302,0.031,63.5,8.1,26.1,4.9,175.3,81.1,4849,137,2.8710000000000004,0.009000000000000001,-0.24,0.3,1.39,0.1,7.17,0.18,1.27,0.09,6.86,0.17,1.41,0.1,7.21,0.18,1,
10813238,13.04,6,457.9,42.8,0.37,4.6960000000000015,0.022,97.4,4.3,14.3,1.0,1497.2,130.2,4698,80,2.535,0.006999999999999999,-0.28,0.15,1.34,0.07,10.34,0.22,1.17,0.06,9.7,0.2,1.32,0.07,10.26,0.21,1,
10813264,12.18,15,1055.7,108.14,1.98,8.356,0.053,22.7,1.5,50.2,9.8,56.8,23.7,5126,80,2.9560000000000004,0.01,-0.05,0.15,2.45,0.18,8.62,0.24,2.52,0.19,8.75,0.24,2.56,0.19,8.81,0.24,2,
10813626,12.74,14,1046.3,163.09,0.69,13.53,0.017,53.1,1.8,42.3,1.4,79.7,13.5,4800,80,3.12,0.006,-0.12,0.15,1.11,0.05,4.8,0.08,1.03,0.05,4.62,0.08,1.11,0.05,4.81,0.08,1,
10813811,12.06,12,876.5,38.74,0.46,3.926,0.018000000000000002,85.2,3.9,13.7,0.9,1842.7,124.3,4666,80,2.49,0.008,0.2,0.15,2.01,0.12,13.34,0.3,1.85,0.11,12.82,0.28,2.03,0.12,13.44,0.3,1,
10813862,12.79,6,380.9,30.01,1.33,3.767,0.064,140.8,6.7,14.8,1.5,4578.5,566.9,4620,80,2.377,0.02,0.07,0.15,1.08,0.17,11.17,0.65,0.97,0.15,10.59,0.61,1.08,0.17,11.15,0.65,2,
10814091,12.93,6,457.9,45.47,0.75,4.573,0.063,70.1,3.7,18.8,1.8,1382.9,109.8,4920,80,2.571,0.009000000000000001,0.22,0.15,1.91,0.16,11.85,0.43,1.85,0.16,11.67,0.42,1.95,0.17,11.97,0.43,2,
10815014,12.16,7,467.4,31.11,0.4,3.943,0.043,145.1,6.0,11.9,0.7,4192.3,409.9,4669,80,2.395,0.008,0.23,0.15,1.02,0.07,10.63,0.32,0.96,0.07,10.31,0.31,1.02,0.07,10.63,0.32,2,
10815065,11.59,12,949.4,20.59,0.56,2.442,0.024,91.6,6.7,8.7,1.6,7241.2,760.8,4883,148,2.225,0.014,-0.08,0.3,2.16,0.23,18.75,0.74,2.04,0.22,18.24,0.72,2.2,0.24,18.96,0.75,0,
10815204,11.32,15,1055.7,11.26,0.36,1.863,0.015,256.8,17.3,4.6,0.4,39554.2,3426.2,4759,150,1.958,0.016,-1.04,0.3,1.0,0.12,17.4,0.73,0.82,0.1,15.76,0.65,0.93,0.11,16.76,0.7,0,
